pname,pdesc,Upc,Sku,Price,Uom,Pack,pcat,pcat1,pcat2,country,region
J VINYARD - SPARKLING                                       ,J VINYARD - SPARKLING,724624001020   ,15484,26.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
CANNED HEAT - RIVERLINE EL DORADO                           ,CANNED HEAT - RIVERLINE EL DORADO,659725698087   ,15485,19.99,16 OZ,1,CRAFT / MICRO            , , , , 
CANNED HEAT - CRAN WAVES OF WHEAT                           ,CANNED HEAT - CRAN WAVES OF WHEAT,659725844224   ,15486,18.79,16 OZ,1,CRAFT / MICRO            , , , , 
GUINNESS - 00                                               ,GUINNESS - 00,083820125344   ,15489,9.99,16 OZ,1,IMPORTED                 , , , , 
GROTH - OAKVILLE NAPA - CABERNET SAUVIGNON                  ,GROTH - OAKVILLE NAPA - CABERNET SAUVIGNON,089541300893   ,15490,89.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
CHATEAU GREYSAC - MEDOC                                     ,CHATEAU GREYSAC - MEDOC,086785420127   ,15491,39.99,750 M,1,IMPORTED - FRANCE        , , , , 
BLACK HAT BREW WORKS - BRIDGEWATER BLONDE                   ,BLACK HAT BREW WORKS - BRIDGEWATER BLONDE,731717850649   ,15494,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
603 BREW - IPA                                              ,603 BREW - IPA,700371994532   ,15496,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
PARTAKE - BLONDE NON ALCOHOL                                ,PARTAKE - BLONDE NON ALCOHOL,628110465139   ,15497,12.99,12 OZ,1,NON-ALCOHOLIC            , , , , 
SEA FOG - AMERICAL SINGLE MALT WHISKEY                      ,SEA FOG - AMERICAL SINGLE MALT WHISKEY,675796037501   ,15504,54.99,750ml,1,WHISKEY                  , , , , 
SEA FOG - STRAIGHT RYE WHISKEY                              ,SEA FOG - STRAIGHT RYE WHISKEY,675796097505   ,15505,59.99,750ml,1,RYE WHISKEY              , , , , 
MANDRIOLA DE LISBOA - VINHO TINTO                           ,MANDRIOLA DE LISBOA - VINHO TINTO,764793230005   ,15510,9.99,750 M,1,IMPORTED - PORTUGAL      , , , , 
MANDRIOLA DE LISBOA - VINHO BRANCO                          ,MANDRIOLA DE LISBOA - VINHO BRANCO,764793230067   ,15511,9.99,750 M,1,IMPORTED - PORTUGAL      , , , , 
BELLE GLOS - PINOT NOIR - CLARK & TELEPHONE                 ,BELLE GLOS - PINOT NOIR - CLARK & TELEPHONE,855622000118   ,15514,59.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
BELLE GLOS - PINOT NOIR - DAIRYMAN                          ,BELLE GLOS - PINOT NOIR - DAIRYMAN,855622000811   ,15515,59.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
EN ROUTE - PINOT NOIR - RUSSIAN RIVER VALLY                 ,EN ROUTE - PINOT NOIR - RUSSIAN RIVER VALLY,899055002011   ,15516,69.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
CLIFF LEDE - CABERNET SAUVIGNON - NAPA VALLEY               ,CLIFF LEDE - CABERNET SAUVIGNON - NAPA VALLEY,008261110193   ,15517,99.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
GOLDENEYE - PINOT NOIR - ANDERSON VALLY                     ,GOLDENEYE - PINOT NOIR - ANDERSON VALLY,669576019528   ,15518,59.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
ROMBAUER - MERLOT - NAPA VALLEY                             ,ROMBAUER - MERLOT - NAPA VALLEY,097921871307   ,15519,59.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
ROMBAUER - ZINFANDEL                                        ,ROMBAUER - ZINFANDEL,097921978105   ,15520,44.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
INGLENOOK 1882 - CABERNET SAUVIGNON - NAPA VALLEY           ,INGLENOOK 1882 - CABERNET SAUVIGNON - NAPA VALLEY,896136001826   ,15522,99.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
RUFFINO - PINOT GRIGIO                                      ,RUFFINO - PINOT GRIGIO,083085903213   ,15523,9.97,750ml,1,IMPORTED - ITALY         , , , , 
CORONA SELTZER PINEAPPLE CN                                 ,CORONA SELTZER PINEAPPLE CN,033544000625   ,15524,3.94,24 OZ,1,IMPORTED                 , , , , 
LEINENKUGEL - BERRY WEISS                                   ,LEINENKUGEL - BERRY WEISS,034100255053   ,15525,12.69,12 OZ,1,CRAFT / MICRO            , , , , 
LEOPOLD'S NAVY STRENGTH AMERIAN GIN                         ,LEOPOLD'S NAVY STRENGTH AMERIAN GIN,836137000145   ,15526,49.99,750 M,1,GIN                      , , , , 
HANDY & SCHILLER - MANHATTAN MIX                            ,HANDY & SCHILLER - MANHATTAN MIX,088004023393   ,15527,39.99,750 M,1,PRE MIXED DRINKS         , , , , 
BOLS - STRAWBERRY                                           ,BOLS - STRAWBERRY,080915001194   ,15528,16.99,1 LT ,1,CORDIALS                 , , , , 
BOLS - WATERMELON                                           ,BOLS - WATERMELON,080915116874   ,15529,16.99,1 LT ,1,CORDIALS                 , , , , 
MICHTER'S US 1 SMALL BATCH UNBLENDED AMERICAN WHISKEY       ,MICHTER'S US 1 SMALL BATCH UNBLENDED AMERICAN WHISKEY,039383005944   ,15531,49.99,750 M,1,BOURBON WHISKEY          , , , , 
MICHTER'S US 1 BARREL STRENGTH RYE WISHKEY                  ,MICHTER'S US 1 BARREL STRENGTH RYE WISHKEY,039383009942   ,15532,229.99,750 M,1,BOURBON WHISKEY          , , , , 
MICHTER'S US 10 YR RYE WHISKEY                              ,MICHTER'S US 10 YR RYE WHISKEY,039383002288   ,15533,250,750 M,1,BOURBON WHISKEY          , , , , 
HAPPY DAD - FRUIT PUNCH VARIETY                             ,HAPPY DAD - FRUIT PUNCH VARIETY,084173940042   ,15535,19.39,12 OZ,1,HARD SELTZER             , , , , 
RIVER STYX - TYPHON                                         ,RIVER STYX - TYPHON,600310376798   ,15536,22.99,16 OZ,1,CRAFT / MICRO            , , , , 
RIVER STYX - LANTERN LAGER DRY HOPPED                       ,RIVER STYX - LANTERN LAGER DRY HOPPED,600310377313   ,15537,18.99,16 OZ,1,CRAFT / MICRO            , , , , 
RIVER STYX - HERCULES IPA                                   ,RIVER STYX - HERCULES IPA,600310377269   ,15539,21.99,16 OZ,1,CRAFT / MICRO            , , , , 
PAUL MASSON - APPLE                                         ,PAUL MASSON - APPLE,021296620277   ,15542,12.99,750 M,1,BRANDY                   , , , , 
FIRESTEED - PINOT NOIR                                      ,FIRESTEED - PINOT NOIR,753526100005   ,15543,12.97,750 M,1,DOMESTIC - OREGON        , , , , 
BAILEYS - SALTED CARAMEL                                    ,BAILEYS - SALTED CARAMEL,086767701756   ,15544,2.25,50 ML,1,NIPS                     , , , , 
CLOS DU BOIS - CABERNET SAUVIGNON                           ,CLOS DU BOIS - CABERNET SAUVIGNON,087356405123   ,15545,12.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
WISE - POPCORN - HOT CHEESE                                 ,WISE - POPCORN - HOT CHEESE,041262287396   ,15546,2.25,3 oz ,1,SNACKS                   , , , , 
WISE - CHEEZE PUFF DOODLES - CHADDER                        ,WISE - CHEEZE PUFF DOODLES - CHADDER,041262287341   ,15547,2.25,3 oz ,1,SNACKS                   , , , , 
WISE - HONEY BBQ                                            ,WISE - HONEY BBQ,041262287242   ,15550,2.25,3 oz ,1,SNACKS                   , , , , 
WISE - RIDGIES - SOUR CREAM & ONION                         ,WISE - RIDGIES - SOUR CREAM & ONION,041262287327   ,15551,2.25,3 oz ,1,SNACKS                   , , , , 
WISE - GOLDEN ORIGINAL                                      ,WISE - GOLDEN ORIGINAL,041262287235   ,15552,2.25,3 oz ,1,SNACKS                   , , , , 
WISE - BBQ                                                  ,WISE - BBQ,041262287013   ,15554,2,3 oz ,1,SNACKS                   , , , , 
LAYS - CHEETOS - PUFF FLAMIN HOT                            ,LAYS - CHEETOS - PUFF FLAMIN HOT,028400596695   ,15559,5.19,12 oz,1,SNACKS                   , , , , 
SMOOJ - PINA COLADA                                         ,SMOOJ - PINA COLADA,850024850019   ,15561,19.79,12 OZ,1,CRAFT / MICRO            , , , , 
SOUTHERN TIER - OVERPACK'D                                  ,SOUTHERN TIER - OVERPACK'D,816014020800   ,15562,22.24,12 OZ,1,CRAFT / MICRO            , , , , 
NUTRL - CRANBERRY VARIETY                                   ,NUTRL - CRANBERRY VARIETY,018200203381   ,15566,16.99,200 M,1,RTD COCKTAILS            , , , , 
DON JULIO - BLANCO                                          ,DON JULIO - BLANCO,674545000629   ,15568,99.99,1.75L,1,TEQUILA                  , , , , 
SAM ADAMS - GOLDEN PILSNER CN                               ,SAM ADAMS - GOLDEN PILSNER CN,087692014942   ,15575,17.99,12 OZ,24,DOMESTIC BEER            , , , , 
CAVIT - ROSE                                                ,CAVIT - ROSE,086785212937   ,15577,8.99,187ml,1,IMPORTED - ITALY         , , , , 
ROSCATO - BLUEBERRY                                         ,ROSCATO - BLUEBERRY,086785110820   ,15578,11.97,750 M,1,IMPORTED - ITALY         , , , , 
ROSCATO - BLACK CHERRY                                      ,ROSCATO - BLACK CHERRY,086785110790   ,15579,11.97,750 M,1,IMPORTED - ITALY         , , , , 
ROSCATO - TROPICAL                                          ,ROSCATO - TROPICAL,086785110837   ,15580,11.97,750 M,1,IMPORTED - ITALY         , , , , 
ROSCATO - PEACH                                             ,ROSCATO - PEACH,086785110745   ,15581,11.97,750 M,1,IMPORTED - ITALY         , , , , 
TEREMANA - ANEJO                                            ,TEREMANA - ANEJO,850015640124   ,15582,44.99,750 M,1,TEQUILA                  , , , , 
SPRINGDALE - BRIG                                           ,SPRINGDALE - BRIG,662425084562   ,15583,14.99,16 oz,1,CRAFT / MICRO            , , , , 
SPEYBURN - SINGLE MALT SCOTCH 10 YR                         ,SPEYBURN - SINGLE MALT SCOTCH 10 YR,632070100122   ,15584,32.99,750 M,1,SCOTCH                   , , , , 
WISE - ONION RINGS                                          ,WISE - ONION RINGS,041262287402   ,15585,2.25,3 oz ,1,SNACKS                   , , , , 
OLD SMUGGLER SCOTCH                                         ,OLD SMUGGLER SCOTCH,088320004021   ,15587,14.99,750ml,1,SCOTCH                   , , , , 
CHIVAS REGAL 18 YR                                          ,CHIVAS REGAL 18 YR,080432400487   ,15589,84.99,750 M,1,BLENDED SCOTCH           , , , , 
GLENLIVET 12 YR                                             ,GLENLIVET 12 YR,080432400722   ,15590,99.97,1.75L,1,SCOTCH                   , , , , 
JINRO - GRAPEFRUIT                                          ,JINRO - GRAPEFRUIT,712166833278   ,15591,7.99,375 M,1,SOJU                     , , , , 
JINRO - PLUM                                                ,JINRO - PLUM,605779976206   ,15592,7.99,375 M,1,SOJU                     , , , , 
JINRO - STRAWBERRY                                          ,JINRO - STRAWBERRY,605779976251   ,15593,7.99,375 M,1,SOJU                     , , , , 
JINRO - GREEN GRAPE                                         ,JINRO - GREEN GRAPE,605779976084   ,15594,7.99,375 M,1,SOJU                     , , , , 
JINRO - PEACH                                               ,JINRO - PEACH,605779976459   ,15595,7.99,375 M,1,SOJU                     , , , , 
DIPLOMATICO - RESERVA EXCLUSIVA                             ,DIPLOMATICO - RESERVA EXCLUSIVA,7594003624903  ,15598,44.99,750 M,1,RUM                      , , , , 
ESPOLON REPOSADO                                            ,ESPOLON REPOSADO,664804001368   ,15599,59.99,1.75 ,1,TEQUILA                  , , , , 
DEWARS 19 YEAR                                              ,DEWARS 19 YEAR,080480987985   ,15601,84.99,750 M,1,BLENDED SCOTCH           , , , , 
SHIRE - EATING JUNK IMP STOUT                               ,SHIRE - EATING JUNK IMP STOUT,850789008731   ,15603,22.99,16 OZ,1,CRAFT / MICRO            , , , , 
KORBEL BRUT                                                 ,KORBEL BRUT,084704091212   ,15604,19.99,187ml,1,DOMESTIC - CALIFORNIA    , , , , 
HW - BLUE CURACAO                                           ,HW - BLUE CURACAO,089540167602   ,15606,14.99,1 LT ,1,LIQUEUR                  , , , , 
LONE STAR                                                   ,LONE STAR,073360187544   ,15607,9.99,12 oz,1,CRAFT / MICRO            , , , , 
GLENDRONACH - 15 YR HIGHLAND SINGLE MALT                    ,GLENDRONACH - 15 YR HIGHLAND SINGLE MALT,5060399687294  ,15608,119.99,750 M,1,SCOTCH                   , , , , 
GLENDRONACH - PORT WOOD HIGHLAND SINGLE MALT                ,GLENDRONACH - PORT WOOD HIGHLAND SINGLE MALT,5060399687270  ,15609,114.99,750 M,1,SCOTCH                   , , , , 
MAGDALA ORANGE LIQUEUR                                      ,MAGDALA ORANGE LIQUEUR,088586006586   ,15611,29.99,750 M,1,LIQUEUR                  , , , , 
LEFT HAND - NITRO MILK STOUT CN                             ,LEFT HAND - NITRO MILK STOUT CN,793866530087   ,15613,17.99,12 OZ,1,CRAFT / MICRO            , , , , 
ATHLETIC BREW - FREE WAVE HAZY IPA                          ,ATHLETIC BREW - FREE WAVE HAZY IPA,855352008491   ,15614,12.99,12 OZ,1,CRAFT / MICRO            , , , , 
BUZZ BALLZ - CRAN BLASTER                                   ,BUZZ BALLZ - CRAN BLASTER,857641002005   ,15616,3.29,200 M,1,PRE MIXED DRINKS         , , , , 
BUZZ BALLZ - ESPRESSO MARTINI                               ,BUZZ BALLZ - ESPRESSO MARTINI,857674007923   ,15617,3.49,200 M,1,PRE MIXED DRINKS         , , , , 
PRIME - LEMON LIME                                          ,PRIME - LEMON LIME,850040427264   ,15619,2.25,12 oz,1,ENERGY DRINKS            , , , , 
PRIME - BLUE RASPBERRY                                      ,PRIME - BLUE RASPBERRY,850040427257   ,15620,2.25,12 oz,1,ENERGY DRINKS            , , , , 
PRIME - ORANGE MANGO                                        ,PRIME - ORANGE MANGO,850040427516   ,15621,2.25,12 oz,1,ENERGY DRINKS            , , , , 
PRIME - TROPICAL PUNCH                                      ,PRIME - TROPICAL PUNCH,850040427240   ,15622,2.25,12 oz,1,ENERGY DRINKS            , , , , 
PRIME - STRAWBERRY WATERMELON                               ,PRIME - STRAWBERRY WATERMELON,850040427271   ,15623,2.25,12 oz,1,ENERGY DRINKS            , , , , 
ALLAGASH HOP A REACH CN                                     ,ALLAGASH HOP A REACH CN,603675253773   ,15624,14.79,16 OZ,1,CRAFT / MICRO            , , , , 
PENELOPE STRAIGHT BOURBON WHISKEY                           ,PENELOPE STRAIGHT BOURBON WHISKEY,860000348201   ,15626,39.99,750 M,1,BOURBON WHISKEY          , , , , 
HIGH NOON - LIME                                            ,HIGH NOON - LIME,085000430958   ,15627,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
HIGH NOON - GRAPEFRUIT                                      ,HIGH NOON - GRAPEFRUIT,085000426272   ,15628,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
GREY SAIL BREW - CAPTAIN'S DAUGHTER                         ,GREY SAIL BREW - CAPTAIN'S DAUGHTER,857973003299   ,15629,19.99,16 OZ,1,CRAFT / MICRO            , , , , 
GREY SAIL BREW - LITTLE SISTER                              ,GREY SAIL BREW - LITTLE SISTER,857973003312   ,15630,12.99,16 OZ,1,CRAFT / MICRO            , , , , 
LORD HOBO - BODACIOUS VAGABOND DIPA                         ,LORD HOBO - BODACIOUS VAGABOND DIPA,856544007889   ,15631,19.79,16 OZ,1,CRAFT / MICRO            , , , , 
MIGHTY SQUIRREL - GROVE SHACK  BLOOD ORANGE IPA             ,MIGHTY SQUIRREL - GROVE SHACK  BLOOD ORANGE IPA,051497310998   ,15632,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
MARCHESI DI GRESY NEBBIOLO MARTINENGA 2020                  ,MARCHESI DI GRESY NEBBIOLO MARTINENGA 2020,748789831018   ,15634,29.97,750 M,1,IMPORTED - ITALY         , , , , 
CLETO CHIARLI VECCHIA MODENA LAMBRUSCO DI SORBARA           ,CLETO CHIARLI VECCHIA MODENA LAMBRUSCO DI SORBARA,748789805019   ,15635,19.97,750 M,1,IMPORTED - ITALY         , , , , 
JACK'S ABBY - BLOOD ORANGE WHEAT                            ,JACK'S ABBY - BLOOD ORANGE WHEAT,662425087945   ,15639,10.99,16 OZ,1,CRAFT / MICRO            , , , , 
VICTORY - SOUR MONKEY                                       ,VICTORY - SOUR MONKEY,630279776063   ,15642,14.99,12 OZ,1,CRAFT / MICRO            , , , , 
TWISTED TEA GAME DAY PACK CN                                ,TWISTED TEA GAME DAY PACK CN,087692003786   ,15643,17.39,12 OZ,1,MALT BEVERAGE            , , , , 
DEZO SPIKED CACTUS WATER LEMON                              ,DEZO SPIKED CACTUS WATER LEMON,850015301056   ,15644,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
DEZO SPIKED COCONUT WATER ACAI                              ,DEZO SPIKED COCONUT WATER ACAI,850015301070   ,15645,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
DEZO SPIKED WATERMELON C&L WATER                            ,DEZO SPIKED WATERMELON C&L WATER,850015301063   ,15646,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
E & J VSOP                                                  ,E & J VSOP,085000003831   ,15647,7.99,375 M,1,PINTS                    , , , , 
SAZERAC RYE 18 YR                                           ,SAZERAC RYE 18 YR,088004140045   ,15651,1999.99,750 M,1,RYE WHISKEY              , , , , 
AVIATION GIN                                                ,AVIATION GIN,857050005123   ,15659,49.99,1.75L,1,GIN                      , , , , 
AVIATION GIN                                                ,AVIATION GIN,857050005291   ,15660,19.99,375ml,1,GIN                      , , , , 
BUSHMILLS WHITE                                             ,BUSHMILLS WHITE,811538016148   ,15663,49.99,1.75L,1,IRISH WHISKEY            , , , , 
GUINNESS - BLONDE                                           ,GUINNESS - BLONDE,083820181326   ,15665,11.99,12 OZ,1,IMPORTED                 , , , , 
NUTRL - WATERMELON                                          ,NUTRL - WATERMELON,018200203534   ,15667,10.99,200 M,1,RTD COCKTAILS            , , , , 
FIDDLEHEAD - SECOND DIPA                                    ,FIDDLEHEAD - SECOND DIPA,850009187246   ,15668,39.99,20 oz,1,CRAFT / MICRO            , , , , 
WORMTOWN BREW - BE HOPPY                                    ,WORMTOWN BREW - BE HOPPY,735810691239   ,15669,2.95,19.2 ,1,CRAFT / MICRO            , , , , 
